ID,Sehir,Yas Durumu,Koruma Karari,Oldurme Nedeni,Katil,Olum Sekli,Katilin Durumu,Yil
806, Kahramanmaras , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Araniyor ,2018.0
807, Karabuk , Resit ,   Var ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2018.0
808, Karaman , Resit ,   Yok ,Reddedilme,Eski Sevgilisi,Atesli Silah, Araniyor ,2018.0
809, Kars , Resit ,   Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018.0
810, Kayseri , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Atesli Silah, Intihar ,2018.0
811, Kirikkale , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2018.0
812, Kirikkale , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Darp, Tutuklu ,2018.0
813, Kocaeli , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018.0
814, Kocaeli , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2018.0
815, Kocaeli , Resit Degil ,   Yok ,Tespit Edilemeyen,Babasi,Atesli Silah, Intihar ,2018.0
816, Kocaeli , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Atesli Silah, Tutuklu ,2018.0
817, Konya , Tespit Edilemeyen ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018.0
818, Konya , Resit ,   Yok ,Tespit Edilemeyen,Eski Damadi,Atesli Silah, Intihar ,2018.0
819, Konya , Resit  ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Tespit Edilemeyen, Tutuklu ,2018.0
820, Konya , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2018.0
821, Konya , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2018.0
822,Istanbul, Resit ,   Yok ,Reddedilme,Eski Sevgilisi,Atesli Silah, Tutuklu ,2018.0
823,Istanbul, Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2018.0
824,Istanbul, Resit ,   Yok ,Reddedilme,Tanidigi Birisi,Atesli Silah, Tutuklu ,2018.0
825, Malatya , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018.0
826, Manisa , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Kesici Alet, Tutuklu ,2018.0
827, Manisa , Resit ,   Yok ,Namus,Kocasi,Atesli Silah, Tutuklu ,2018.0
828, Manisa , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Kesici Alet, Tespit Edilemeyen,2018.0
829, Mardin , Resit ,   Yok ,Tartisma,Damadi,Atesli Silah, Tutuklu ,2018.0
830, Mardin , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Kesici Alet, Tutuklu ,2018.0
831, Mersin , Resit Degil ,   Yok ,Tespit Edilemeyen,Babasi,Atesli Silah, Intihar ,2018.0
832, Mersin , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Intihar ,2018.0
833, Mersin , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Tutuklu ,2018.0
834, Nevsehir , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Intihar ,2018.0
835, Nevsehir , Resit ,   Yok ,Reddedilme,Eski Sevgilisi,Atesli Silah, Intihar ,2018.0
836, Ordu , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Tutuklu ,2018.0
837, Ordu , Resit ,   Yok ,Tespit Edilemeyen,Tanimadigi Birisi,Kesici Alet, Tutuklu ,2018.0
838, Osmaniye , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018.0
839, Rize ,Resit,   Yok ,Bosanma,Erkek Kardesi,Atesli Silah,Bilinmiyor,2018.0
840, Sakarya ,Resit,   Yok ,Reddedilme,Eski Kocasi,Atesli Silah,Bilinmiyor,2018.0
841, Samsun , Resit ,   Yok ,Kiskanclik,Kocasi,Atesli Silah, Tutuklu ,2018.0
842, Samsun , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Bogulma, Sorusturma Suruyor ,2018.0
843, Sanliurfa , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Tespit Edilemeyen,2018.0
844, Sivas , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2018.0
845, Tekirdag , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Sorusturma Suruyor ,2018.0
846, Tekirdag , Resit ,   Yok ,Kiskanclik,Kocasi,Atesli Silah, Tutuklu ,2018.0
847, Tunceli , Resit ,   Yok ,Tespit Edilemeyen,Tanimadigi Birisi,Atesli Silah, Tutuklu ,2018.0
848, Yalova , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Atesli Silah, Intihar ,2018.0
849, Yalova , Resit Degil ,   Yok ,Tecavuz,Tanimadigi Birisi,Tespit Edilemeyen, Tutuklu ,2018.0
850, Yalova , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Atesli Silah, Intihar ,2018.0
851, Zonguldak , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2018.0
852, Adana , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Bogulma, Tespit Edilemeyen,2019.0
853, Adana , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019.0
854, Adana , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2019.0
855, Afyonkarahisar , Resit ,   Yok ,Husumet,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019.0
856, Afyonkarahisar , Resit ,   Yok ,Kiskanclik,Sevgilisi,Kesici Alet, Tutuklu ,2019.0
857, Manisa , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2019.0
858, Ankara , Resit ,   Yok ,Kiskanclik,Kocasi,Atesli Silah, Tutuklu ,2019.0
859, Ankara ,Resit,Bilinmiyor,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,Eski Kocasi,Kesici Alet,Bilinmiyor,2019.0
860, Ankara , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Darp, Sorusturma Suruyor ,2019.0
861, Ankara , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Sorusturma Suruyor ,2019.0
862, Ankara , Resit ,   Yok ,Kendi Hayatina Karar Vermek istedigi Icin,Kocasi,Atesli Silah, Tutuklu ,2019.0
863, Antalya , Resit ,   Yok ,Reddedilme,Tanidigi Birisi,Darp, Tutuklu ,2019.0
864, Antalya , Resit ,   Yok ,Kiskanclik,Sevgilisi,Bogulma, Tutuklu ,2019.0
865, Antalya , Resit ,   Yok ,Gecimsizlik,Kocasi,Atesli Silah, Tutuklu ,2019.0
866, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Kayinbiraderi,Kesici Alet, Araniyor ,2019.0
867, Antalya , Resit ,   Yok ,Reddedilme,Sevgilisi,Atesli Silah, Tutuklu ,2019.0
868, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Tespit Edilemeyen, Tutuklu ,2019.0
869, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019.0
870, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Bogulma, Tutuklu ,2019.0
871, Antalya , Resit Degil ,   Yok ,Para,Babasi,Zehir, Intihar ,2019.0
872, Aydin , Resit ,   Yok ,Para,Eski Kocasi,Atesli Silah, Tutuklu ,2019.0
873, Balikesir , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2019.0
874, Batman , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Tespit Edilemeyen,2019.0
875, Bayburt , Resit ,   Yok ,Tartisma,Oglu,Atesli Silah, Tutuklu ,2019.0
876, Bayburt , Resit ,   Yok ,Tespit Edilemeyen,Tanimadigi Birisi,Kesici Alet, Araniyor ,2019.0
877, Bolu , Resit ,   Yok ,Tartisma,Sevgilisi,Bogulma, Tutuklu ,2019.0
878, Burdur , Tespit Edilemeyen,   Yok,Tartisma,Babasi,Atesli Silah, Intihar ,2019.0
879, Bursa , Resit ,   Yok ,Husumet,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019.0
880, Bursa , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Bogulma, Araniyor ,2019.0
881, Bursa , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Tutuklu ,2019.0
882, Bursa , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019.0
883, Bursa , Resit ,   Var,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019.0
884, Bursa , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2019.0
885, Bursa , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019.0
886, Bursa , Resit ,   Yok ,Husumet,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019.0
887, Corum , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Kesici Alet, Tespit Edilemeyen,2019.0
888, Corum , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Kesici Alet, Tespit Edilemeyen,2019.0
889, Denizli  , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Darp, Tutuklu ,2019.0
890, Diyarbakir , Resit ,   Yok ,Aldatilma Suphesi,Kocasi,Atesli Silah, Tutuklu ,2019.0
891, Diyarbakir ,Resit,   Var ,Namus,Ailesi,Atesli Silah,Bilinmiyor,2019.0
892, Diyarbakir , Resit Degil ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Sorusturma Suruyor,2019.0
893, Diyarbakir , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen, Araniyor ,2019.0
894, Duzce , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2019.0
895, Elazig , Resit ,   Yok ,Tespit Edilemeyen,Akrabasi,Atesli Silah, Tutuklu ,2019.0
896, Elazig ,23,   Yok ,Kiskanclik,Kocasi,Kesici Alet,Bilinmiyor,2019.0
897, Erzincan , Resit Degil ,   Yok ,Kaza,Akrabasi,Atesli Silah, Tutuklu ,2019.0
898, Erzurum , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2019.0
899, Erzurum , Resit Degil ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeye, Tespit Edilemeyen,2019.0
900, Eskisehir , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Kesici Alet, Tutuklu ,2019.0
901, Mugla , Resit ,   Yok ,Tartisma,Sevgilisi,Bogulma, Tutuklu ,2019.0
902, Mugla, Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2019.0
903, Gaziantep , Resit Degil ,   Yok ,Tespit Edilemeyen,Babasi,Darp, Tutuklu ,2019.0
904, Gaziantep , Resit ,   Yok ,Para,Damadi,Atesli Silah, Tutuklu ,2019.0
905, Gaziantep , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2019.0
906, Gaziantep , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019.0
907, Gaziantep , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Darp, Tutuklu ,2019.0
908, Gaziantep , Resit ,   Yok ,Tartisma,Sevgilisi,Darp, Tutuklu ,2019.0
909, Giresun , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2019.0
910, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Bogulma, Tutuklu ,2019.0
911, Istanbul , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Tutuklu ,2019.0
912, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Tespit Edilemeyen,2019.0
913, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Darp, Araniyor ,2019.0
914, Istanbul , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Intihar ,2019.0
915, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Kesici Alet, Tutuklu ,2019.0
916, Istanbul ,Resit,   Yok ,Kiskanclik,Patron,Atesli Silah,Bilinmiyor,2019.0
917, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Sorusturma Suruyor ,2019.0
918, Istanbul ,Resit,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,Kocasi,Bogulma,Bilinmiyor,2019.0
919, Istanbul , Resit ,   Yok ,Para,Tanidigi Birisi,Kesici Alet, Tutuklu ,2019.0
920, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Tespit Edilemeyen,2019.0
921, Istanbul , Resit ,   Yok ,Olmek istemesi,Kiralik Katil,Atesli Silah, Tutuklu ,2019.0
922, Istanbul , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2019.0
923, Istanbul , Resit ,   Yok ,Aldatilma Suphesi,Kocasi,Yuksekten Dusme, Tutuklu ,2019.0
924, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019.0
925, Istanbul , Resit ,   Yok ,Reddedilme,Sevgilisi,Atesli Silah, Intihar ,2019.0
926, Istanbul , Resit ,   Yok ,Nefret,Tanidigi Birisi,Kesici Alet, Tutuklu ,2019.0
927, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019.0
928, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Bogulma, Sorusturma Suruyor ,2019.0
929, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019.0
930, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Intihar ,2019.0
931, Istanbul , Resit  ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Tespit Edilemeyen,2019.0
932, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Kesici Alet, Intihar ,2019.0
933, Istanbul , Resit ,   Yok ,Yasak Iliski,Kuzeni,Atesli Silah, Tutuklu ,2019.0
934, Istanbul , Resit ,   Yok ,Para,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019.0
935, Istanbul , Resit ,   Yok ,Ofke,Oglu,Darp, Tutuklu ,2019.0
936, Izmir , Resit ,   Yok ,Tartisma,Kardesi,Atesli Silah, Tutuklu ,2019.0
937, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Atesli Silah, Araniyor ,2019.0
938, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yakilma,Tespit Edilemeyen,2019.0
939, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Atesli Silah, Intihar ,2019.0
940, Izmir , Resit ,   Yok ,Kiskanclik,Eski Enistesi,Atesli Silah, Tutuklu ,2019.0
941, Izmir , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019.0
942, Kahramanmaras , Resit ,   Yok ,Tartisma,Yegeni,Kesici Alet, Tutuklu ,2019.0
943, Kahramanmaras , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Sorusturma Suruyor ,2019.0
944, Kahramanmaras , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2019.0
945, Kahramanmaras , Resit ,   Var ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2019.0
946, Kars , Resit ,   Yok ,Tespit Edilemeyen,Akrabasi,Tespit Edilemeyen, Tutuklu ,2019.0
947, Kayseri , Resit ,   Var ,Reddedilme,Kocasi,Kesici Alet, Tutuklu ,2019.0
948, Kirikkale ,Resit,   Yok ,Kadin hayatina dair bir karar vermek istedigi icin,Kocasi,Atesli Silah,Bilinmiyor,2019.0
949, Kirklareli , Resit ,   Yok ,Namus,Babasi,Atesli Silah, Tutuklu ,2019.0
950, Kirklareli , Resit Degil ,   Yok ,Tespit Edilemeyen,Kuzeni,Darp,Sorusturma Suruyor,2019.0
951, Kirsehir , Resit  ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Atesli Silah, Tutuklu ,2019.0
952, Kirsehir ,Resit,   Yok ,Reddedilme,Sevgilisi,Atesli Silah,Bilinmiyor,2019.0
953, Kocaeli , Resit ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Atesli Silah, Intihar ,2019.0
954, Kocaeli , Resit ,   Yok ,Kiskanclik,Kocasi,Tespit Edilemeyen, Tutuklu ,2019.0
955, Kocaeli , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2019.0
956, Kocaeli , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Intihar ,2019.0
957, Kocaeli , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019.0
958, Konya , Resit ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Tespit Edilemeyen,2019.0
959, Konya , Resit ,   Yok ,Tartisma,Kocasi,Bogulma, Tutuklu ,2019.0
960, Konya , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2019.0
961, Kutahya , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Tutuklu ,2019.0
962, Malatya , Resit ,   Yok ,Tespit Edilemeyen,Kayinpederi,Atesli Silah, Tutuklu ,2019.0
963, Istanbul, Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2019.0
964, Manisa , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019.0
965, Manisa , Resit ,   Yok ,Tespit Edilemeyen,Tanimadigi Birisi,Atesli Silah,Tespit Edilemeyen,2019.0
966, Mersin , Resit ,   Yok ,Tartisma,Oglu,Kesici Alet, Tutuklu ,2019.0
967, Mersin , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Intihar ,2019.0
968, Mersin , Resit ,   Yok ,Bosanma Talebi,Kocasi,Tespit Edilemeyen, Tutuklu ,2019.0
969, Mersin , Resit ,   Yok ,Reddedilme,Tanimadigi Birisi,Atesli Silah,Serbest,2019.0
970, Mersin , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Darp,Tespit Edilemeyen,2019.0
971, Mersin , Resit ,   Yok ,Intihar,Kendisi,Bogulma, Tutuklu ,2019.0
972, Mugla , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019.0
973, Mugla , Resit ,   Yok ,Gelinini Korurken,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019.0
974, Mus , Resit ,   Yok ,Tartisma,Kocasi,Darp, Intihar ,2019.0
975, Nevsehir , Resit ,   Var ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2019.0
976, Ordu , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Intihar ,2019.0
977, Osmaniye , Resit ,   Var ,Tartisma,Kocasi,Atesli Silah, Araniyor ,2019.0
978, Rize , Resit ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Atesli Silah, Tutuklu ,2019.0
979, Sakarya , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah,Tespit Edilemeyen,2019.0
980, Sakarya , Resit ,   Yok ,Tartisma,Oglu,Darp, Tutuklu ,2019.0
981, Samsun , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Darp,Araniyor,2019.0
982, Sanliurfa , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019.0
983, Sanliurfa , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019.0
984, Sanliurfa , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019.0
985, Sivas , Resit ,   Var ,Kizini Korurken,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019.0
986, Sivas , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019.0
987, Tekirdag , Resit ,   Yok ,Tespit Edilemeyen,Akrabasi,Atesli Silah, Tutuklu ,2019.0
988, Tekirdag , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Kesici Alet, Tutuklu ,2019.0
989, Trabzon , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019.0
990, Van , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Darp, Tutuklu ,2019.0
991, Van , Resit ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Bogulma, Tespit Edilemeyen,2019.0
992, Yozgat , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2019.0
993, Zonguldak , Resit ,   Yok ,Kiskanclik,Eski Kocasi,Kesici Alet, Tutuklu ,2019.0
994,Istanbul,Resit,Yok,Tartisma,Tanidigi Birisi,Tespit Edilemeyen,Bilinmiyor,2020.0
995,Mugla,Resit,Yok,Tartisma,Eski Sevgilisi,Bogulma,Tutuklu,2020.0
996,Istanbul,Resit,Yok,Tartisma,Oglu,Bogulma,Tutuklu,2020.0
997,Istanbul,Resit,Yok,Kiskanclik,Sevgilisi,Kesici Alet,Tutuklu,2020.0
998,Izmir,Resit,Yok,Tartisma,Tanidigi Birisi,Kesici Alet,Intihar,2020.0
999,Karabuk,Resit,Yok,Tespit Edilemeyen,Oglu,Kesici Alet,Tutuklu,2020.0
1000,Sakarya,Resit,Yok,Tartisma,Damadi,Atesli Silah,Bilinmiyor,2020.0
1001,Sakarya,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Bilinmiyor,2020.0
1002,Kastamonu,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Intihar,2020.0
1003,Ordu,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Sorusturma Suruyor,2020.0
1004,Istanbul,Resit,Yok,Tartisma,Bilinmiyor,Bogulma,Tutuklu,2020.0
1005,Bingol,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020.0
1006,Adana,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Sorusturma Suruyor,2020.0
1007,Kocaeli,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020.0
1008,Giresun,Resit Degil,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Sorusturma Suruyor,2020.0
1009,Istanbul,Resit,Yok,Tartisma,Sevgilisi,Kesici Alet,Tutuklu,2020.0
1010,Van,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020.0
1011,Ordu,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020.0
1012,Mersin,Resit,Yok,Tartisma,Sevgilisi,Kesici Alet,Tutuklu,2020.0
1013,Adiyaman,Resit Degil,Yok,Kaza,Kuzeni,Atesli Silah,Tutuklu,2020.0
1014,Mardin,Resit Degil,Yok,Tespit Edilemeyen,Tanimadigi Birisi,Atesli Silah,Tutuklu,2020.0
1015,Istanbul,Resit,Yok,Tespit Edilemeyen,Tanidigi Birisi,Bogulma,Tutuklu,2020.0
1016,Elazig,Resit,Yok,Bosanma Talebi,Kocasi,Kesici Alet,Tutuklu,2020.0
1017,Ankara,Resit,Yok,Tespit Edilemeyen,Bilinmiyor,Tespit Edilemeyen,Bilinmiyor,2020.0
1018,Manisa,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Tutuklu,2020.0
1019,Mardin,Resit Degil,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020.0
1020,Istanbul,Resit,Yok,Tespit Edilemeyen,Bilinmiyor,Atesli Silah,Bilinmiyor,2020.0
1021,Istanbul,Resit,Yok,Tartisma,Bilinmiyor,Atesli Silah,Tutuklu,2020.0
1022,Samsun,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Tutuklu,2020.0
1023,Izmir,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Atesli Silah,Tutuklu,2020.0
1024,Konya,Resit,Yok,Kiskanclik,Sevgilisi,Atesli Silah,Tutuklu,2020.0
1025,Izmir,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020.0
1026,Agri,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Tutuklu,2020.0
1027,Sivas,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020.0
1028,Istanbul,Resit,Yok,Reddedilme,Tanidigi Birisi,Kesici Alet,Tutuklu,2020.0
1029,Istanbul,Resit,Yok,Tespit Edilemeyen,Damadi,Tespit Edilemeyen,Tutuklu,2020.0
1030,Istanbul,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tespit Edilemeyen,2020.0
1031,Ankara,Resit,Yok,Tartisma,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020.0
1032,Manisa,Resit,Yok,Aldatilma Suphesi,Sevgilisi,Atesli Silah,Tutuklu,2020.0
1033,Istanbul,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Tutuklu,2020.0
1034,Canakkale,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020.0
1035,Edirne,Resit,Yok,Tespit Edilemeyen,Oglu,Darp,Tutuklu,2020.0
1036,Sirnak,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020.0
1037,Kars,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Tutuklu,2020.0
1038,Mugla,Resit,Yok,Tartisma,Sevgilisi,Darp,Tutuklu,2020.0
1039,Manisa,Resit,Yok,Tespit Edilemeyen,Tanimadigi Birisi,Atesli Silah,Tespit Edilemeyen,2020.0
1040,Ankara,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Tutuklu,2020.0
1041,Erzurum,Resit,Yok,Kiskanclik,Akrabasi,Atesli Silah,Tutuklu,2020.0
1042,Istanbul,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme,Tespit Edilemeyen,2020.0
1043,Canakkale,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020.0
1044,Isparta,Resit,Yok,Tartisma,Oglu,Kesici Alet,Tutuklu,2020.0
1045,Bursa,Resit Degil,Yok,Kaza,Tespit Edilemeyen,Araba Kazasi,Tespit Edilemeyen,2020.0
